category,question,answer,url
Ways to pay,Can I pay by cash?,We can't accept any cash payments. This includes paying in cash over the counter in the bank branches and using the services of the third party providers like payment agencies.We also don’t accept checks (cheques) and can't take payments over the phone.,https://wise.com/help/articles/2452287/can-i-pay-by-cash
Ways to pay,What are SEPA transfers?,"SEPA (or the Single Euro Payments Area) is the new format for cross-border euro (EUR) bank transfers.SEPA aims to make cross-border EUR transfers within this area equivalent to a domestic transfer within your own country.SEPA is made up of the Eurozone, countries within the EU and a few other countries which also support EUR bank transfers. The full list can be found here.But your EUR account is in another countryPer EU regulations, transfers between bank accounts in two different SEPA countries shouldn’t cost any more than a regular, local transfer. Some banks, mostly Italian or Spanish, will still find ways to charge you extra. So, you can try paying for your transfers a different way — for example, by debit card or Trustly.Once your bank sends the bank transfer, your money should arrive to Wise within 1–2 working days.Wise has two EUR accounts, based in Estonia and Belgium. They are both SEPA-compliant.Receiving EUR from WiseAs Wise sends EUR by SEPA transfer, there shouldn’t be any receiving fees. However, while banks shouldn’t charge for receiving SEPA payments, unfortunately there is a very small number that may still do so. Wise can’t tell which banks do or don’t charge beforehand, so if you are unsure about this, it is worth checking with the receiving bank. Once sent out, the recipient of a EUR transfer should receive the money within 1–2 working days.",https://wise.com/help/articles/2956754/what-are-sepa-transfers
Ways to pay,Paying with iDeal,"The iDeal payment method is available for EUR payments for bank accounts in the Netherlands. It’s a simple and convenient way to pay for your transfer on the website and mobile app.Here are some details about the iDeal payment:The maximum payment is 50,000 EUR per transferFor transfers under 3,000 EUR, it’s instant. For over that amount, it takes 1 working dayThe refund takes generally 2–3 working days (or a maximum of 10 working days) Simply select iDeal from the list of payment at the last step of your transfer, then click on Confirm. You'll be forwarded to iDeal’s own site to enter the required details. Once the payment has been processed you'll be redirected back to Wise.",https://wise.com/help/articles/2550846/paying-with-ideal
Ways to pay,Paying with Trustly,"Trustly is a convenient payment method that works through your online banking. Here’s some basic information about how it works.Trustly is only available for bank accounts in Estonia and Finland in the Eurozone, and bank accounts in Sweden and Denmark outside the EurozoneThe name on your bank account must match the name on your Wise account — if the names don’t match, we won’t be able to process your transferTrustly doesn’t support payments from businesses — use a different payment method, like card or bank transfer, insteadHow much does it cost?You can find information on how much each payment method costs on our pricing page. How long does it take?Usually, it takes between 0–2 working days. The time it takes often depends on the bank you’re sending from. This is because some banks may have limits on how much money you can send instantly through Trustly. We’ll give you an estimate for how long it’ll take when you set up your transfer. How much can I send?How much you can send with Trustly depends on what currency you’re sending from. You can send up to:1.2 million EUR8.5 million DKK12.5 million SEKHowever, your bank may have its own limits on how much you can send at a time. How do I pay with Trustly?Set up a transfer as you normally would.At the payment step, choose Pay with Trustly.Select your country and bank — if yours isn’t on the list, it means you can’t use this payment method.Follow the instructions to confirm the payment.",https://wise.com/help/articles/2550892/paying-with-trustly
Ways to pay,Paying with Simple bank transfer,"Simple bank transfer is a free, convenient payment method that uses Open Banking and works through your online banking when paying with EUR. How do I pay with Simple bank transfer?Set up a transfer and set the source currency as EUR At the payment step, choose Simple bank transferSelect your country and bank — if yours isn’t on the list it means you can’t use this payment method and you should use manual bank transfer insteadFollow the instructions to confirm the payment When will I have the option to pay with Simple bank transfer? Simple bank transfers only apply to transfers when you're paying with EUR. It also depends on if your bank supports it or not. If your bank supports instant bank transfers for free - this will be the option that’s selected. If your bank supports instant bank transfers but for a fee – you’ll be able to decide whether you want this option or a standard bank transfer (SEPA credit).If your bank doesn’t support instant bank transfers at all – we’ll automatically select the standard bank transfer option which will take up to 1 working day.How much does it cost?Simple bank transfer is a free payment method, however, some banks may charge you an additional fee for an instant transfer.How long does it take?The time it takes often depends on the bank you’re sending from. This can be instant if your bank supports instant bank transfers (SEPA instant), or up to 1 working day if your bank doesn’t.How much can I send?Your bank will likely have a limit for sending an online transfer. The limit varies by bank but it's generally between 5,000 to 20,000 EUR. Some banks also have additional daily limits.If you try to send or add an amount that’s higher than your bank’s limit, Simple bank transfer won’t be available and we will guide you towards a manual bank transfer instead.",https://wise.com/help/articles/4JYEgXOLVD2yMRFh4ntqwd/paying-with-simple-bank-transfer
Ways to pay,How do I add or delete connected bank accounts?,"When you pay for a transfer with direct debit by connecting your bank account, we'll automatically save your account details for future use.But if you want to add your account ahead of time, here’s how you can view, add, or remove bank accounts from the website. This isn't currently available on our mobile app. How to connect a new bank accountFrom the web, go on your profile in the top cornerSelect Payment methodsSelect Connected bank accounts Select Connect your bank accountFollow the steps on the screenWhen connecting your bank account, you'll be asked to log into your bank, and you select your region and bank. For example, if you select United States, you'll connect through Plaid. Connecting with Plaid is secure and you can keep using your account for future payments. It also helps us verify you'll have enough balance for each transaction. Learn more about Plaid here. Check here if you're having problems connecting your bank accountHow to disconnect a saved bank accountFrom the web, go on your profile in the top cornerSelect Payment methodsSelect Connected bank accounts Click on the Disconnect button next to the account you'd like to disconnectCan I edit a saved bank account? No, once you connect an account, you can't edit it. If you need to make changes to your account information, you'll need to delete that account and connect it again.What currencies can I add bank accounts for?This is only available for local bank accounts in the US, UK and Canada. Learn more about paying with ACH for USDLearn more about paying by direct debit in CanadaLearn more about paying with your connected account (VRP) in the UK",https://wise.com/help/articles/JI2cooWxI5jtmeqmLNv6Q/how-do-i-add-or-delete-connected-bank-accounts
Ways to pay,Paying with your connected bank account (ACH) in the US,"When you pay with your connected bank account (ACH), you first need to connect your preferred bank account and authorise a one-time debit from your account to our bank details. Then you need to choose your bank and authorise a payment each time you pay with this method. Here are some common questions about paying using your connected bank account (ACH) in the US.How long does it take for my money to reach Wise?It usually takes up to 4 working days for your money to reach us. And you’ll usually see the debit in your bank account within 2–3 working days of making the transfer. Since it can take some time for the money to reach us, be sure you have enough money in your account while you wait for the debit.Guaranteed Rate with your connected bank account (ACH)When paying for a transfer or topping up your balance from your connected bank account (ACH), the guaranteed rate is secured once you have authorised the payment to Wise. With other payment methods generally the guaranteed rate is secured once Wise receives the money for your transfer.Learn more about guaranteed ratesHow much can I send? You can send up to 50,000 USD per 24 hours. You can also send up to 250,000 USD over a 60 day period on your personal account and up to 400,000 USD on your business account. Do I need to give my Social Security number (SSN)?Depending on a number of factors, we might ask for your SSN. But no one in Wise has access to it. If you don’t have an SSN, we’ll ask you why. You might be able to get verified with another form of US ID. But if you only have an ITIN, you have to use a non-US ID instead. What happens if I cancel my debit from the connected bank account (ACH)?You can cancel for a full refund 30 minutes after you’ve paid — unless the money’s already been paid out. If the money has already left your bank account, please wait for our refund. If the money hasn't left your account yet in over 30 minutes, you can still cancel any time.I have a problem paying with my connected bank account (ACH)Paying with your connected bank account (ACH) can be tricky sometimes. Here are some solutions to common issues.",https://wise.com/help/articles/2932710/paying-with-your-connected-bank-account-ach-in-the-us
Ways to pay,Problems paying with your connected bank account (ACH) in the US,"Here are some solutions to the most common problems that can happen when paying with a connected bank account (ACH). Just check the relevant scenario to learn more. Connecting your accountHow do I add or delete a connected bank account?When you make an ACH payment by connecting your bank account, we automatically save your account details for future use.On business accounts, if you're able to set up transfers and you use ACH, you must verify the bank account yourself as you can't use the account verified by another business user.Learn more about adding or deleting connected bank accountsI can’t log in to my bank accountIf you have a problem logging in to your bank account:make sure that your login details are correctuse the login details for your bank account, not your Wise account check whether your bank account allows you to sign in on third parties like Wise — you may need to set up 2-step verification to do thisyou might need to contact your bank to reset your password or give additional information to log inmake sure you're using a bank account in the US — you can't connect USD bank accounts in Canada I haven’t got the code to verify my bank loginIf you're not getting a SMS/email/phone call from your bank for 2-step verification, check with your bank to make sure they have the right contact details. The verification code comes from them, not us. You can also try getting the code another way, such as by email. Why am I being asked to reconnect a bank account I’ve paid from before?This usually happens because your account balance doesn’t have sufficient funds to pay for your transfer. If you do have enough money in your account, then reconnecting refreshes your account balance. It can take up to a working day for the balance to refresh before you’re able to try again. Sometimes, this happens because your bank needs you to re-verify your bank account connection to keep it secure. We’ll usually ask to re-verify your account while you’re making a payment, but if this fails, you can fix it by adding this bank account like for the first time. Unable to pay I don’t see the option to pay with my connected bank account (ACH)You may have reached a payment limit for ACHYou can only send 250,000 USD over a 60 day period on your personal account and up to 400,000 USD on your business account.If your address is in Nevada you can only send 50,000 USD per day, or 10,000 USD per dayIf you try to send more than this, you won’t see the option to pay with your connected bank account (ACH). You can always pay another way, such as with a wire transfer.It says I have insufficient funds, but I have enough in my accountYour bank will check all of the debits you’ve made from your account in the last 4 business days. So, if you’ve made other payments in the last few days, it might show that you have insufficient funds.You won’t be able to pay with your connected bank account (ACH) until the other payments clear.If you need to send money urgently, try paying another way, such as with a wire transfer or you can wait a few business days for your payments to clear. Payment speedI paid but the money hasn’t left my account yetIt can take up to 4 business days for money to leave your bank account, depending on your bank. Just make sure you’ve completed your payment on Wise.Why is my ACH payment slower than before? In general, ACH payments can take up to 4 working days to clear. Your payment can take longer to process because of the time it’s taking to reach us from your bank. There’s no way to speed this up but we’ll notify you once your payment is received.If you verified your bank account with microdeposits, then it may take longer to process your payment. To try to speed this up, you can try reconnecting your bank account using instant account verification with your banking username/password.",https://wise.com/help/articles/2978039/problems-paying-with-your-connected-bank-account-ach-in-the-us
Ways to pay,Paying with your connected account (VRP) in the UK,"When adding money to your account and paying with GBP, you can connect your bank account so that you don’t have to enter your bank details every time you make a payment.This is known as variable recurring payments (VRP) and it’s a form of Open Banking payment.You can configure the limits and duration of the connection and cancel it at any time. Your bank doesn’t share your login details, account statements or any other information with Wise—it simply sends us the payment in a secure and convenient way.How to connect your account Your account can be connected from your account settings or when you Add money. Connecting from your account settingsNot available on the mobile app at this time. From web, go to your profile in the top corner. Select Payment methods.Select Connected bank accounts.Select Connect your bank account.Select your bank account’s location and select Connect.Connecting when adding moneyGo to your GBP balance and select Add Money. Select Bank transfer and select your bank. If your bank isn’t in the list, it means that it doesn’t offer this payment method.Edit the limits of the connection (optional).Click the ‘Go to bank' button.You’ll be taken to your bank’s website, where you’ll need to log in. You may need to complete 2-factor authentication (such as entering a code sent to your phone).Select the account that you want to connect and select Confirm.How long does it take for my money to reach Wise?VRP payments are usually instant, but can take up to 1 working day. The speed may be dependent on your bank.How to edit your limitsYou can edit:The amount per paymentThe period and the maximum total amount during that periodThe expiration date of the connectionThese configurations can only be edited when setting up the connection (by clicking on the Edit or Edit limits button). Once the connection has been set up, the only way to change it is by disconnecting and then connecting again.The amount per payment can also be limited by the transaction limit of your bank. Always check with your bank regarding this limit.",https://wise.com/help/articles/CqZs7owaWCv03kVDyt7xe/paying-with-your-connected-account-vrp-in-the-uk
Ways to pay,Can I pay by ACH electronic payment?,"Yes, but we don’t encourage this, as an ACH Debit is much easier and safer.If you do need to make an ACH electronic payment though, it’s helpful to know that if you’re in a licensed state, you can use the same account details for payments to Wise for both wire and electronic payments.If you’re in a state where we work with our partner, the routing number for wire and electronic payments is different. The electronic payment routing number is 026073150.If you’re unsure whether the payment you’re making is a wire or electronic, you can check with your bank to avoid any delays, or entering the wrong information.",https://wise.com/help/articles/2789180/can-i-pay-by-ach-electronic-payment
Ways to pay,Paying by direct debit in Canada,"When you pay by direct debit, you enter your bank information and authorise a one-time debit from your checking account to ours. You need to do this each time you pay by direct debit. Direct debit in Canada is also known as an EFT (Electronic Funds Transfer) payment.Here are some common questions about paying by direct debit from Canada. How long does it take for my money to reach Wise?It usually takes 1–2 working days for the money to leave your account, and then 3–4 working days for it to reach us.Since it can take some time for the money to reach us, be sure you have enough money in your account while you wait for the debit. How much can I send? You can send up to 9,500 CAD every 24 hours, and up to 30,000 CAD every week.Guaranteed Rate with Direct DebitWhen paying for a transfer with direct debit, the guaranteed rate is secured once you have authorized the payment to Wise. For other payment methods, the guaranteed rate is secured once Wise receives the money for your transfer.Can I pay by direct debit from my business account?Yes, if you have a business account, you can pay via direct debit. Just make sure you are using your business bank account ─ we can not accept personal payment for business transfers.Can I send an out of band payment? We can’t accept out of band payments. You can only initiate a direct debit within the Wise website or app.I have a problem paying by direct debitPaying by direct debit can be tricky sometimes. Here are solutions to common issues.",https://wise.com/help/articles/2955293/paying-by-direct-debit-in-canada
Ways to pay,How can I pay by wire transfer?,"You can make a wire payment to Wise the same way you’d wire money to anyone else. We’ll show you our account details, and you can set up your wire to us.Learn more about setting up your transfer to WiseThe bank account must be in your nameWhen you send us a payment, the name on the bank account where the money is coming from must match your name on Wise. Keep in mind: if you pay from a joint account we may ask you to upload a proof of payment to confirm your name is on the bank accountwe can’t accept payments from business bank accounts on your personal Wise accountpayments from business bank accounts must be done on a Wise business account payments from charities and trusts must be done on a Wise business accountIf we have to reject your wire payment, you might receive less back due to processing fees. This can happen if the name on your payment doesn't match with your Wise account. USD wiresWhen paying with a domestic wire for USD: you can send up to 1,000,000 USD from licensed states (up to 50,000 USD from Nevada or US territories)your money should reach us within 1 working daymost banks typically charge 15-30 USD to make the wire",https://wise.com/help/articles/2659047/how-can-i-pay-by-wire-transfer
Ways to pay,Paying with online bill pay,"You can send Canadian dollars (CAD) with Wise via online bill pay. Sometimes, it’s called bill payments, or OBT. It’s a cheap and convenient way to send CAD. An OBT can take 1-3 working days to arrive to Wise. Can I use online bill pay with my bank?Wise is listed as a bill payee with these banks and credit unions in Canada:Bank of MontrealNational Bank of CanadaCentral 1 Credit Unions*EQ BankCS Alterna BankManulife Bank of CanadaFirst Calgary Financial*Many banks are a member of Central 1 Credit Union. If you’re able to add Wise as a bill payee, and your bank is not on this list, then your bank may be a part of Central 1 Credit Union. Note that not all banks have us listed — unfortunately, we can't control this. If that's the case for your bank, please reach out to them directly and request to add us to their list of bill payees.To send bill payments from Central 1 Credit Union (or any of its member banks), set the transfer up as a wire with us. Choose Wise as a bill payee in your online banking to send the bill payment — this way our system will be able to receive it. How do I pay with online bill payment? First set up your transfer and choose to pay with Bill paymentClick sendEnter how much you'd like to transferSelect a recipient Choose to pay with Bill paymentLearn more about setting up a transfer Next you'll set up the bill payment with your bankAlthough the steps may vary from bank to bank, sending CAD with online bill pay is usually a similar process. Here's what it usually looks like: Log in to your online bankGo to the Bill payments section. It’s usually under transfers.Select Make a paymentSelect Add a payeeEnter the following details about Wise:payee province — ON (Ontario)payee name — Wise or TransferWise. Some banks have not yet updated Wise's name in their systems. account number — your Wise membership number (starts with a P, no spaces or dashes)Select Verify Payee and follow the on-screen instructions to complete the payment to us. That’s it! Once you’ve added Wise as a bill payee with your bank, you can easily use this payment method again.",https://wise.com/help/articles/2877011/paying-with-online-bill-pay
Ways to pay,Paying for your transfer in Australia with PayID,"PayID is an easy way to send and receive money from Australia. Normally, BSB and account numbers must be shared to send or receive a bank transfer. But with PayID, only the recipient’s unique mobile number, email address, or ABN need to be used. You don’t need to have a PayID to send money, but your bank must have the PayID feature available. Here’s a list of banks that allow PayID.Paying for your transfer with PayIDWhen you send Australian dollars (AUD) with Wise, you can select PayID as your payment method. Here’s how.Set up your transfer from AUDYou can send up to 50,000 AUD by PayID per transferChoose the PayID optionLog in to your online bank or banking appChoose Pay by email addressTransfer the exact amount to your unique PayID email (example: 1234567@wise.com)Your first payment using PayID to Wise may get delayed while your bank verifies the payment. This is usually with a simple phone call or SMS text message. After your first payment is verified by your bank, your future payments should be instant. If your PayID payments are not reflecting on Wise, you should contact your bank to check if they’ve sent your money yet.Sending money from Wise using PayIDIf you’re a resident of Australia, you can also send money from Wise to any PayID recipient in Australia. Learn more about setting up transfers to PayID recipients.",https://wise.com/help/articles/2968913/paying-for-your-transfer-in-australia-with-payid
Ways to pay,Paying by POLi,"POLi is a payment system used for New Zealand dollars. Here’s a quick overview of what you should know about making payments with POLi.How do I pay with POLiWhen you Pay with POLi, you’ll securely make a payment from your online banking to Wise. Once you select your bank, you’ll enter your login details and confirm the payment from your bank to Wise. The account you pay from must be in your name. Which banks are supported? The following New Zealand banks can make POLi payments to Wise:ANZASBBank of New ZealandKiwibankTSB BankWestpacSupported banks are managed by the POLi payment system — learn more about which banks can make POLi payments. If your bank should be supported, but isn’t showing up in our dropdown list, your bank may be undergoing maintenance for it’s POLi integration. Check the live status of POLiHow long do POLi transfers take?POLi payments are usually instant but can take up to 1 working day to reach us. How much can I send?You can send up to 10,000 NZD per transfer when paying by POLi. How much does it cost?You’ll see how much the fees are when you set up your transfer, or you can check on our pricing calculator.",https://wise.com/help/articles/2742504/paying-by-poli
Ways to pay,Incompatible accounts and payments,"When you send money to Wise there are some types of accounts or payments we can't accept. There are 3 different ways to send payments to us: Sending money to pay for transferAdding your own money to your Wise accountReceiving money to your Wise account — usually from 3rd parties Types of accounts we may not be able to accept money fromBrokerage accountsYou can pay for a transfer from USD brokerage accounts, but only if the money is sent from an account in your name — we might ask for a document that proves you own the account. StripeYou can't pay for a transfer, or add money from Stripe, but you can receive money from Stripe into your Wise account.PayPalYou can receive money from your PayPal account as long as PayPal accepts your Wise account details as a withdrawal bank account. Accounts that show the account holder as a third partyIf you're paying for a transfer, or adding money to your Wise account, the money must come from an account in your name. If the account holder is a third party, we can't accept the money. Some accounts like this are: Estate accountsSkrill accountsContis Group accountsCard One accountsTypes of payments we can't acceptWe can’t accept cash or cheques in any form. Cryptocurrencies Adding or sending money You can’t add money or pay for transfers with cryptocurrencies and you can’t make any outgoing transfers to any crypto platform.Receiving money You can receive money to your Wise account from a platform that deals with cryptocurrencies — as long as the platform is regulated and/or supervised in the EU or UK and is within Wise’s risk appetite and per Wise’s discretion. For example, we’re not able to accept any payments from Binance or Coinbase. Please check section 1.2 in our Acceptable Use Policy about unsupported transactions, and read section 1.2.2.c about cryptocurrencies for more info. Always check the terms for your own region available here — check the relevant Wise card supplement for more info on Wise card usage.",https://wise.com/help/articles/2932118/incompatible-accounts-and-payments
Ways to pay,Wise Bank Details,"We've changed our name to Wise, but some of our account details are still listed as TransferWise. Below is a list of deposit accounts we use. We can’t publish the full account numbers here, but you’ll see the full account number when you create a transfer.Please don’t attempt to send money to any of the below details without creating a transfer first. The below details should only be used for comparison purposes if you believe you’re being asked to transfer to an account other than those belonging to Wise. If this is the case and the account number provided to you in an email or on our webpage does not match the below list, please let us know as soon as possible. It may be a simple mistake, but it’s always worth checking!EUR deposit paymentTo: Wise Europe SAIBAN: BE79 9670 40** BIC: TRWIBE*Country: Belgium (Rue du Trône 100 bte 3, 1050 Brussels, Belgium)EUR deposit paymentBank name: LHV BankAccount name: Wise Europe SAAccount number/IBAN: EE80 7700 7710 0402****BIC: LHVBEE22Bank Address: Tartu mnt 2, 10145 Tallinn, EstoniaEUR deposit payment directly to EUR balanceTo: Wise Europe SAIBAN: Every customer has individual account numberBIC: TRWIBE*Country: Belgium (Rue du Trône 100 bte 3, 1050 Brussels, Belgium)GBP deposit paymentTo: WiseUK account number: 536408*UK Sort code: 20-95-**Country: United KingdomGBP deposit payment directly to GBP balanceTo: WiseUK account number: Individually assigned to you (everyone’s is different)UK Sort code: 23-14-**Country: United KingdomWe can only accept Faster Payments, Bacs or CHAPS payments to this account, we don’t accept Swift.AUD deposit payment directly to AUD balanceTo: Wise Australia Pty LtdAccount number: Individually assigned to each userBSB Code: 774001Country: AustraliaWe don’t accept Swift payments for these details. JPY deposit paymentIn Japan, your account will be provided by one of our banking partners: GMO Aozora, PayPay Bank, or MUFG (Mitsubishi UFJ).You will see the exact details when you're setting up a transfer or balance top-up. Your account details are personal — don't share them with third parties.CAD deposit paymentTransferWise Canada Inc.Bank Name: JP Morgan Chase Bank, N.A., Toronto BranchInstitution Number: 27*Transit Number: 000Account number: 4011739*Country: CanadaHUF deposit paymentTo: TransferWiseAccount number: 12010501-**383287-00100001 Country: HungaryRON deposit paymentTo: TransferWise IBAN: RO11 RZBR 0000 0600 15 ** BIC: RZBRRO**Country: RomaniaCZK deposit paymentTo: Wise Europe SABank code: 26**Account number: 255493**02Country: CzechiaBGN deposit paymentTo: TRANSFERWISE LIMITED LTDIBAN: BG90 RZBB 9155 1009 ** BIC: RZBBBG** Country: BulgariaUSD deposit payment from our licensed statesTo: Wise US Inc / JP Morgan Chase Bank Account Wire & ACH (for Electronic Payments) RTN: 0210000**Account number: 205756***Country: United StatesOur address: 30 W 26th Street, New York, NY 10010Bank address: 270 Park Avenue, New York, NY, 10017, United StatesUSD deposit payment from bank accounts in all other states within the US (domestic wire)To: TransferWise / CFSBAccount Wire RTN: 0260730**ACH RTN (for Electronic Payments): 0260731**Account number: 27151001** Country: United StatesAddress: 89-16 Jamaica Avenue, Woodhaven, NY 11421, United StatesUSD deposit payment (Swift International)To: TransferWise LtdIBAN: GB66BARC209587871*BIC: BARCG***Country: United Kingdom (1 Churchill Place, London E14 5HP, UK)PLN deposit paymentTo: TransferWise LtdAccount number: 39175000090000000022** Country: PolandCHF deposit paymentTo: Wise LtdIBAN: CH800863500***0000647Swift: CHASCBank code: 0863*Bank name: JPMorgan Chase BankAddress: Dreikönigstrasse 37 8027 ZürichSEK deposit paymentTo: Wise Europe SABank code: 90**Account number: 1412**Country: SwedenNOK deposit paymentTo: Wise Europe SABank code: 90**Account number: 99107**Country: NorwayDKK deposit paymentTo: Wise Europe SABank code: 51**Account number: 01064306**Country: DenmarkSGD deposit payment directly to SGD balanceTo: Wise-Asia Pacific Pte. Ltd. (formerly TransferWise Singapore Pte. Ltd.)Bank code: 0516Account number: Unique. Individually assigned to each customer.Country: SingaporeWe do not accept Swift payments for these details.NZD deposit paymentTo: Wise Payments LtdAccount Number: 02-0108-**44040-000Country: New ZealandNZD deposit payment directly to NZD balanceTo: Wise Payments LtdBank name: JP Morgan Chase Bank New Zealand BranchAccount number: Every customer has an individual account numberBank address: Level 13 ASB Tower, 2 Hunter Street, Wellington 6011, New ZealandTRY deposit paymentTo: Birleşik Ödeme HizmetleriBank name: FibabankIBAN: TR16001030000000001**BIC: FBHLT***Address: Esentepe Mah. Buyukdere CAD, 129 Istanbul 34394Country: TürkiyeBRL balance top-up from BRL (NB. These bank details work only for top-up from BRL to your BRL balance.)To: WISE BRASIL PAGAMENTOS LTDABank: JP Morgan (376)Branch Code: 0001Account Number: 001104***-*Type: CheckingCNPJ: 40.571.694/0001-31BRL top-up in other currencies or to send money from BRL to another currency(NB. These bank details work only for sending money from BRL to another currency.)To: WISE BRASIL CORRETORA DE CAMBIO LTDA.Bank: J.P. Morgan S.A. (376)Branch Code: 0001Account Number: 001104***-* Type: CheckingCNPJ: 36.588.217/0001-01",https://wise.com/help/articles/2932124/wise-bank-details
Ways to pay,How can I pay with a QR code?,"QR payments are a convenient way to pay, especially in countries where card payments are not widely accepted yet. Often, QR payments can spare you from the hassle of paying with cash.With Wise QR, you can pay using only your phone, where you can scan a QR code with the Wise app camera, or import a QR code from your phone gallery. This lets you spend directly from a balance on your Wise Account, just like the Wise card.How do I pay with QR codes using the Wise app?In your Card tab, swipe left on the image of your card to bring up Pay with QR code or Pay like a localTap Scan QR code to launch the camera or Import QR code to select one from your photo galleryScan a supported QR code by camera or select an image that contains a supported QR codeFollow the steps to confirm your paymentDone! You can review the payment anytime under your transaction list in the Wise appWhich QR codes are supported?We support payments via: Wise-generated QR codes — scan a Wise QR code using your Wise app camera to conveniently pay a fellow Wise userSwiss QR-Bill for all Switzerland-based customers, and all customers with a CHF balancePayNow QR code* for all customers based in Australia, Canada, New Zealand, the Philippines, Singapore, the UK, and the US.Hungarian Qvik QR code for all customers with a HUF balanceWe're working on making these options available for customers in all regions and to support more QR codes.*Additional info for PayNow QR codesFor customers based outside of Singapore, we only support PayNow QR code payments to businesses (e.g. shops, service providers). This payment method isn't available for personal transfers.PayNow QR has payment limits of: 1000 SGD per transaction for all customers20,000 SGD per calendar year for non-SG customersWhat is a QR code?A QR code is a two-dimensional code that you can scan using the camera in the Wise app. They look something like this (you don't need to scan this one when setting up a transfer):A payment QR code would usually store information about the merchant or recipient names, transaction amount, and currency of payment. This makes the transaction seamless and quick.",https://wise.com/help/articles/7cYlC8lKqbgjNNmlXyYtFL/how-can-i-pay-with-a-qr-code
Verifying your transfer,How does verification affect my transfer's speed?,"If we ask to verify you after your transfer is in progress, we’ll work to get it done within 5-14 working days for personal and business customers alike. Once we’ve successfully verified you or your business, we’ll automatically resume your transfer and let you know by email.If we need more information to finish verifying you, we’ll send you an email. We won’t be able to send your transfer until we finish verifying you, so keep an eye on your emails — including the spam folder — so your transfer doesn’t get delayed.Learn more about how we verify you:How does verification work at Wise?How do I get my Wise Business account verified?Confirm your identity with a photo of yourself holding your IDHere’s how you check the status of your transfer.",https://wise.com/help/articles/2977962/how-does-verification-affect-my-transfers-speed
Verifying your transfer,How do you verify my joint account?,"We need you to upload a screenshot or PDF of your bank statement where we can see:your first and last namethe first and last name of the other account holder the account numberthe bank name We don’t always need to verify joint accounts, only when the names aren’t sent to us correctly by your bank with your transfer.",https://wise.com/help/articles/2549410/how-do-you-verify-my-joint-account
Verifying your transfer,How long will additional checks on my transfer take?,"While we try to process all transfers as fast as possible, sometimes we have to carry out checks on them, to keep your money safe.These checks usually take 2–10 working days, but occasionally they can take longer. We’ll usually update the delivery estimate to take this into account, so check it to see when your transfer will arrive.We have to do these checks because Wise is a regulated financial institution. It doesn’t mean there’s anything wrong with your transfer.So, if your transfer is taking a little longer, don’t worry. If we need any extra information from you, we’ll get in touch. Just keep an eye on your email — including your spam inbox — for any messages from us. And you can check your transfer progress in the Activity section of your Wise account.Learn more about how we keep your money safe.",https://wise.com/help/articles/2977963/how-long-will-additional-checks-on-my-transfer-take
Verifying your transfer,Can I get my documents approved before I send?,"We can’t approve your documents before you send a transfer. As we review transfers on a case by case basis, there’s no way to know what documents we’ll need until we’ve received your deposit.We can advise you on what documents we think we might need. Get in touch with us by going to Help from your home screen drop-down menu, and then Contact us — we’ll do our best to prepare you for your transfer.In the meantime, you can see the list of documents we accept, or learn more about sending your documents.",https://wise.com/help/articles/2978016/can-i-get-my-documents-approved-before-i-send
